change_type,column,row,row_number_main,row_number_current,old_value,new_value,data_type
value_changed,main_applicant_laboratory_name,CONTRIBUTE/BRAINSCOREHUMAN,6,6,EPFL SV INX-SV UPSCHRIMPF1,EPFL SV INX-SV UPSCHRIMPF1 (UPSCHRIMPF1 laboratory of the Interschool Neuro X Institute),text
value_changed,project_abstract,CONTRIBUTE/BRAINSCOREHUMAN,6,6,"Brain-Score is a fast-growing platform which curates a diverse set of neural and behavioral measurements from non-human primate neuroscience experiments and facilitates its use in evaluating computational models of the brain's visual system. By translating models from machine learning into neuroscientific hypotheses, and neuroscience data into quantitative benchmarks to evaluate such models, Brain-Score makes computational as well as experimental advances available to the broader community in a synergistic manner. In this proposal, we aim to broaden the scope of Brain-Score to data from human experiments which will open the platform to the cognitive neuroscience community and make computational models more broadly applicable.<br/><br/>Specifically, we will:- Contribute new software to the Brain-Score platform to enable it to work with human data. This involves defining new endpoints for computational models to align with human brain anatomy and a common experimental behavioral task.
- Curate the Natural Scenes Dataset (NSD, Allen et al. 2022) for Brain-Score such that it is accessible for reproducible model evaluations. NSD is a large-scale dataset of human whole-brain recordings in response to thousands of natural images.
- Curate the THINGS-similarity dataset (Hebart et al. 2020) for addition into Brain-Score to make it accessible and reproducible for model evaluations. THINGS-similarity is a human behavioral dataset of millions of similarity judgments for thousands of images.","Brain-Score is a fast-growing platform which curates a diverse set of neural and behavioral measurements from non-human primate neuroscience experiments and facilitates its use in evaluating computational models of the brain's visual system. By translating models from machine learning into neuroscientific hypotheses, and neuroscience data into quantitative benchmarks to evaluate such models, Brain-Score makes computational as well as experimental advances available to the broader community in a synergistic manner. In this proposal, we aim to broaden the scope of Brain-Score to data from human experiments which will open the platform to the cognitive neuroscience community and make computational models more broadly applicable.<br/><br/>Specifically, we will:<br/>
* Contribute new software to the Brain-Score platform to enable it to work with human data. This involves defining new endpoints for computational models to align with human brain anatomy and a common experimental behavioral task.<br/>
* Curate the Natural Scenes Dataset (NSD, Allen et al. 2022) for Brain-Score such that it is accessible for reproducible model evaluations. NSD is a large-scale dataset of human whole-brain recordings in response to thousands of natural images.<br/>
* Curate the THINGS-similarity dataset (Hebart et al. 2020) for addition into Brain-Score to make it accessible and reproducible for model evaluations. THINGS-similarity is a human behavioral dataset of millions of similarity judgments for thousands of images.",text
value_changed,project_abstract,CONTRIBUTE/OPENMIC&AI,26,26,"Imaging science and computational microscopy are rapidly advancing, driven by novel interdisciplinary approaches involving deep learning algorithms. However, the increasing complexity and cost of these cutting-edge imaging systems and algorithms often make them inaccessible for non-experts, low-resource settings, and teaching applications. To address this challenge, we would like to organize a one-day workshop on open-source microscopy and AI to bring together the smart-microscopy community.The workshop will showcase a full pipeline of open-source solutions for optical imaging, from hardware to computational reconstruction and deep learning-based analysis. It will provide hands-on experience for participants to assemble an open microscope (OpenSIM, OpenUC2), perform reconstructions (Pyxu), and analyze images (DeepImageJ). It aims to empower researchers and teachers to take full control of their imaging pipeline and iterate rapidly on new solutions. Beyond this event, the project seeks to drive a broader and lasting impact on the community. Educational resources such as Jupyter notebooks and hardware kits will be developed and made publicly available to support teaching at EPFL and beyond.By showcasing a comprehensive open-source ecosystem for microscopy, this initiative aims at making state-of-the-art imaging technologies more accessible and further catalyze the growth of an open, interdisciplinary microscopy community.","Imaging science and computational microscopy are rapidly advancing, driven by novel interdisciplinary approaches involving deep learning algorithms. However, the increasing complexity and cost of these cutting-edge imaging systems and algorithms often make them inaccessible for non-experts, low-resource settings, and teaching applications. To address this challenge, we would like to organize a one-day workshop on open-source microscopy and AI to bring together the smart-microscopy community. The workshop will showcase a full pipeline of open-source solutions for optical imaging, from hardware to computational reconstruction and deep learning-based analysis. It will provide hands-on experience for participants to assemble an open microscope (OpenSIM, OpenUC2), perform reconstructions (Pyxu), and analyze images (DeepImageJ). It aims to empower researchers and teachers to take full control of their imaging pipeline and iterate rapidly on new solutions. Beyond this event, the project seeks to drive a broader and lasting impact on the community. Educational resources such as Jupyter notebooks and hardware kits will be developed and made publicly available to support teaching at EPFL and beyond. By showcasing a comprehensive open-source ecosystem for microscopy, this initiative aims at making state-of-the-art imaging technologies more accessible and further catalyze the growth of an open, interdisciplinary microscopy community.",text
value_changed,start_date,EXPLORE/OPENWASHDATA,73,73,2022-10-01,2024-09-01,text
value_changed,main_applicant_function,EXPLORE/OPENWASHDATA,73,73,Prof. Dr.,Prof. Dr.; Associate professor or similar,text
value_changed,project_title,EXPLORE/OPENWASHDATA,73,73,Open WASH data by building Open Science Competencies and Community,Open WASH data by establishing Data Stewards and increasing FAIRness,text
value_changed,total_budget_requested,EXPLORE/OPENWASHDATA,73,73,149990.0,150000.0,numeric
value_changed,project_abstract,EXPLORE/OPENWASHDATA,73,73,"Poor data management practices hold back progress in the Water, Sanitation, and Hygiene (WASH) sector, as WASH professionals often lack the training in data management competencies necessary for organizing, storing, and sharing data aligned with FAIR principles. This project addresses this gap by building the openwashdata community, which will support members in using open-source computational tools and further developing competencies consistent with FAIR data standards. The community aims to facilitate the publication of over 50 previously unpublished datasets contributed by members, fostering open science. The project also seeks to develop a global community of students and practitioners, create an accessible open data platform for WASH-related data, and research the technical, pedagogical, and political factors necessary for expanding and replicating this initiative to become the most comprehensive host and training platform in the open science WASH sector. The ultimate goal is to build a lasting, passionate network of WASH professionals applying FAIR data principles to benefit the entire sector.","We established the openwashdata community for the Water, Sanitation, and Hygiene (WASH) sector. We built infrastructure and communication channels, taught 100 WASH professionals the basics of data science, developed a workflow to publish WASH data following FAIR data principles, and mobilized those in the sector who were interested in joining our vision and mission. Our next step is establishing a data stewardship network, actively working with strategic partners in Malawi and South Africa by placing a fully-funded data steward within a research institute and a non-governmental organization. A newly developed 12-module ""data stewardship for openwashdata"" training programme will develop data management strategies and help our partners to institutionalize ORD practices long-term within their organizations. We will also further invest in the openwashdata publishing arm of the community by increasing the FAIRness of our data, critically analyzing how to better address the details of all four components of FAIR: Findability, Accessibility, Interoperability, and Reusability. We will also set up a governance structure and sounding board to ensure the long-term sustainability of the community. Through our activities and active open communications channels, we expect to create a demand for data stewardship in the WASH sector, assess their role and define a profile for data stewards more generally.",text
value_changed,main_applicant_function,CONTRIBUTE/WASHCOLLAB,45,45,Prof. Dr.,Director,text
value_changed,main_applicant_function,CONTRIBUTE/THRACE,38,38,Dr.,Scientist with tenure track,text
