change_type,column,row,row_number_main,row_number_current,old_value,new_value,data_type
new_row,project_id,EXPLORE/OPENWASHDATA,N/A,269,N/A,[new row],text
new_row,project_id,CONTRIBUTE/MAST,N/A,67,N/A,[new row],text
new_row,project_id,CONTRIBUTE/MAST,N/A,70,N/A,[new row],text
new_row,project_id,CONTRIBUTE/TSDF,N/A,161,N/A,[new row],text
new_row,project_id,EXPLORE/OPENWASHDATA,N/A,267,N/A,[new row],text
new_row,project_id,CONTRIBUTE/SCPAW,N/A,123,N/A,[new row],text
new_row,project_id,EXPLORE/DCSM,N/A,195,N/A,[new row],text
new_row,project_id,CONTRIBUTE/TSDF,N/A,158,N/A,[new row],text
new_row,project_id,CONTRIBUTE/FLAKE,N/A,36,N/A,[new row],text
new_row,project_id,CONTRIBUTE/TSDF,N/A,159,N/A,[new row],text
new_row,project_id,CONTRIBUTE/MAST,N/A,60,N/A,[new row],text
new_row,project_id,EXPLORE/DCSM,N/A,196,N/A,[new row],text
new_row,project_id,CONTRIBUTE/MAST,N/A,61,N/A,[new row],text
new_row,project_id,CONTRIBUTE/FLAKE,N/A,32,N/A,[new row],text
new_row,project_id,CONTRIBUTE/MAST,N/A,66,N/A,[new row],text
new_row,project_id,CONTRIBUTE/MAST,N/A,64,N/A,[new row],text
new_row,project_id,CONTRIBUTE/GPM-API,N/A,49,N/A,[new row],text
new_row,project_id,CONTRIBUTE/MAST,N/A,71,N/A,[new row],text
new_row,project_id,CONTRIBUTE/MISHMASH,N/A,74,N/A,[new row],text
new_row,project_id,EXPLORE/ASTROORDAS,N/A,188,N/A,[new row],text
new_row,project_id,CONTRIBUTE/GPM-API,N/A,52,N/A,[new row],text
new_row,project_id,CONTRIBUTE/GPM-API,N/A,50,N/A,[new row],text
new_row,project_id,CONTRIBUTE/SCPAW,N/A,122,N/A,[new row],text
new_row,project_id,CONTRIBUTE/MISHMASH,N/A,72,N/A,[new row],text
new_row,project_id,CONTRIBUTE/TIMERESHDRMX,N/A,141,N/A,[new row],text
new_row,project_id,CONTRIBUTE/FLAKE,N/A,31,N/A,[new row],text
new_row,project_id,CONTRIBUTE/MAST,N/A,62,N/A,[new row],text
new_row,project_id,EXPLORE/ASTROORDAS,N/A,187,N/A,[new row],text
new_row,project_id,CONTRIBUTE/MAST,N/A,68,N/A,[new row],text
new_row,project_id,CONTRIBUTE/TSDF,N/A,160,N/A,[new row],text
new_row,project_id,CONTRIBUTE/TIMERESHDRMX,N/A,140,N/A,[new row],text
new_row,project_id,EXPLORE/FRAME,N/A,215,N/A,[new row],text
new_row,project_id,EXPLORE/FRAME,N/A,216,N/A,[new row],text
new_row,project_id,CONTRIBUTE/GPM-API,N/A,51,N/A,[new row],text
new_row,project_id,CONTRIBUTE/FLAKE,N/A,30,N/A,[new row],text
new_row,project_id,CONTRIBUTE/TIMERESHDRMX,N/A,142,N/A,[new row],text
new_row,project_id,CONTRIBUTE/FLAKE,N/A,34,N/A,[new row],text
new_row,project_id,EXPLORE/OPENWASHDATA,N/A,266,N/A,[new row],text
new_row,project_id,CONTRIBUTE/MISHMASH,N/A,73,N/A,[new row],text
new_row,project_id,EXPLORE/DCSM,N/A,193,N/A,[new row],text
new_row,project_id,EXPLORE/OPENWASHDATA,N/A,268,N/A,[new row],text
new_row,project_id,CONTRIBUTE/MAST,N/A,65,N/A,[new row],text
new_row,project_id,CONTRIBUTE/SCPAW,N/A,124,N/A,[new row],text
new_row,project_id,CONTRIBUTE/MAST,N/A,63,N/A,[new row],text
new_row,project_id,CONTRIBUTE/SCPAW,N/A,121,N/A,[new row],text
new_row,project_id,EXPLORE/DCSM,N/A,194,N/A,[new row],text
new_row,project_id,CONTRIBUTE/TRANSCODE,N/A,147,N/A,[new row],text
new_row,project_id,CONTRIBUTE/FLAKE,N/A,33,N/A,[new row],text
new_row,project_id,CONTRIBUTE/MAST,N/A,69,N/A,[new row],text
new_row,project_id,CONTRIBUTE/FLAKE,N/A,37,N/A,[new row],text
new_row,project_id,CONTRIBUTE/FLAKE,N/A,35,N/A,[new row],text
removed_row,project_id,CONTRIBUTE/SRFI-DB,113,N/A,[row removed],N/A,text
removed_row,project_id,EXPLORE/NHCDATAVISION,221,N/A,[row removed],N/A,text
removed_row,project_id,EXPLORE/MED-WEAR,209,N/A,[row removed],N/A,text
removed_row,project_id,EXPLORE/OPEN-ACTRIS,231,N/A,[row removed],N/A,text
removed_row,project_id,EXPLORE/OPEN-ACTRIS,230,N/A,[row removed],N/A,text
removed_row,project_id,EXPLORE/NHCDATAVISION,222,N/A,[row removed],N/A,text
removed_row,project_id,CONTRIBUTE/SRFI-DB,120,N/A,[row removed],N/A,text
removed_row,project_id,EXPLORE/NHCDATAVISION,212,N/A,[row removed],N/A,text
removed_row,project_id,CONTRIBUTE/CA ORD,15,N/A,[row removed],N/A,text
removed_row,project_id,CONTRIBUTE/CA ORD,17,N/A,[row removed],N/A,text
removed_row,project_id,EXPLORE/MED-WEAR,206,N/A,[row removed],N/A,text
removed_row,project_id,CONTRIBUTE/FAIR-CITIES,32,N/A,[row removed],N/A,text
removed_row,project_id,EXPLORE/NHCDATAVISION,223,N/A,[row removed],N/A,text
removed_row,project_id,CONTRIBUTE/SRFI-DB,114,N/A,[row removed],N/A,text
removed_row,project_id,EXPLORE/NHCDATAVISION,215,N/A,[row removed],N/A,text
removed_row,project_id,CONTRIBUTE/CA ORD,14,N/A,[row removed],N/A,text
removed_row,project_id,CONTRIBUTE/SRFI-DB,115,N/A,[row removed],N/A,text
removed_row,project_id,EXPLORE/NHCDATAVISION,220,N/A,[row removed],N/A,text
removed_row,project_id,EXPLORE/MED-WEAR,208,N/A,[row removed],N/A,text
removed_row,project_id,EXPLORE/MED-WEAR,207,N/A,[row removed],N/A,text
removed_row,project_id,CONTRIBUTE/SRFI-DB,117,N/A,[row removed],N/A,text
removed_row,project_id,CONTRIBUTE/FAIR-CITIES,33,N/A,[row removed],N/A,text
removed_row,project_id,CONTRIBUTE/CA ORD,18,N/A,[row removed],N/A,text
removed_row,project_id,EXPLORE/NHCDATAVISION,214,N/A,[row removed],N/A,text
removed_row,project_id,CONTRIBUTE/SRFI-DB,119,N/A,[row removed],N/A,text
removed_row,project_id,EXPLORE/NHCDATAVISION,216,N/A,[row removed],N/A,text
removed_row,project_id,CONTRIBUTE/SRFI-DB,116,N/A,[row removed],N/A,text
removed_row,project_id,EXPLORE/NHCDATAVISION,219,N/A,[row removed],N/A,text
removed_row,project_id,EXPLORE/INOAP,201,N/A,[row removed],N/A,text
removed_row,project_id,EXPLORE/NHCDATAVISION,213,N/A,[row removed],N/A,text
removed_row,project_id,EXPLORE/NHCDATAVISION,218,N/A,[row removed],N/A,text
removed_row,project_id,CONTRIBUTE/SRFI-DB,118,N/A,[row removed],N/A,text
removed_row,project_id,CONTRIBUTE/FAIR-CITIES,30,N/A,[row removed],N/A,text
removed_row,project_id,EXPLORE/OPENNEXUS-E,238,N/A,[row removed],N/A,text
removed_row,project_id,EXPLORE/OPEN-ACTRIS,229,N/A,[row removed],N/A,text
removed_row,project_id,EXPLORE/NHCDATAVISION,224,N/A,[row removed],N/A,text
removed_row,project_id,CONTRIBUTE/FAIR-CITIES,31,N/A,[row removed],N/A,text
removed_row,project_id,EXPLORE/MED-WEAR,211,N/A,[row removed],N/A,text
removed_row,project_id,EXPLORE/INOAP,202,N/A,[row removed],N/A,text
removed_row,project_id,CONTRIBUTE/CA ORD,16,N/A,[row removed],N/A,text
removed_row,project_id,EXPLORE/SOLIDIPES,266,N/A,[row removed],N/A,text
removed_row,project_id,EXPLORE/NHCDATAVISION,217,N/A,[row removed],N/A,text
removed_row,project_id,EXPLORE/MED-WEAR,210,N/A,[row removed],N/A,text
removed_row,project_id,EXPLORE/INOAP,200,N/A,[row removed],N/A,text
value_changed,wp_title,CONTRIBUTE/OPENMIC&AI,79,97,Workshop,Workshop organization and delivery,text
value_changed,wp_identifier,CONTRIBUTE/FIRE,36,27,WP3,WP2,text
value_changed,wp_title,EXPLORE/SOLIDIPES,263,271,Enhance interoperability,Generalize to more domains,text
value_changed,wp_identifier,EXPLORE/SOLIDIPES,263,271,WP1,WP2,text
value_changed,wp_title,CONTRIBUTE/BOOST4EPILEPSY,11,11,Standardisation of methodology for algorithm assessment,Methodology: Standardisation of methodology for algorithm assessment,text
value_changed,wp_title,EXPLORE/FAIRQUAL,177,205,Evaluation of current data practices for qualitative data in Td research and identification of training and education needs for FAIR data practices,Evaluation of current data practices and identification of training and education needs,text
value_changed,wp_title,EXPLORE/FRAME,183,211,To review and adapt existing physically based model code and data standards to enable integration of machine learning models.,Code and Data Standards,text
value_changed,wp_title,CONTRIBUTE/ENVIPATH+EDGEBP,25,20,"Provide a documented pipeline, EDGEbp",Provide a well-documented EDGEbp pipeline,text
value_changed,wp_title,CONTRIBUTE/SRFI-DB,110,132,Database,"Database: Gather orbit and spectra info, implement routines, store in database, and perform unit testing",text
value_changed,wp_title,EXPLORE/FRAME,184,212,To create a unified metadata specification that can seamlessly combine physically based and machine learning components of hybrid models.,Metadata Specifications,text
